,location,total_sqft,bath,price,bhk,encoded_loc
5140,Rachenahalli,925.0,2,37.0,2,177
5141,Kammasandra,1415.0,2,60.0,2,117
5142,Thanisandra,1225.0,2,37.0,2,200
5143,Hennur Road,2000.0,4,90.0,4,88
5144,Parappana Agrahara,1200.0,1,45.0,1,172
5145,Others,1092.0,2,49.0,2,168
5146,Others,827.0,2,34.0,2,168
5147,Horamavu Banaswadi,1357.0,2,54.0,2,91
5148,7th Phase JP Nagar,1370.0,2,54.79,3,6
5149,TC Palaya,1350.0,1,55.0,1,198
5150,Kanakpura Road,700.0,2,34.0,2,119
5151,Others,800.0,2,32.0,2,168
5152,Sonnenahalli,1415.0,2,65.0,3,195
5153,Kambipura,883.0,2,37.01,2,115
5154,Yelahanka,700.0,1,38.0,1,217
5155,Sarjapur,1445.0,3,50.0,3,185
5156,Battarahalli,2082.0,3,104.0,3,37
5157,HSR Layout,1140.0,2,46.0,2,81
5158,Electronic City Phase II,1155.0,2,57.0,2,69
5159,Whitefield,1130.0,2,36.0,2,215
5160,Others,1055.0,2,43.0,2,168
5161,Bellandur,1420.0,3,62.0,3,40
5162,Devanahalli,658.0,1,26.91,1,61
5163,KR Puram,1035.0,2,40.0,2,107
5164,Begur Road,1200.0,2,44.0,2,39
5165,Yelahanka New Town,488.0,1,20.0,1,218
5166,Others,2760.0,5,140.0,5,168
5167,Others,993.0,2,42.0,2,168
5168,Hoodi,1225.0,2,45.0,2,89
5169,Sompura,825.0,2,32.0,2,194
5170,Electronic City Phase II,1800.0,3,92.0,3,69
5171,Kanakpura Road,1167.0,2,63.0,2,119
5172,Sarjapur,1150.0,2,41.0,2,185
5173,Sarjapur  Road,675.0,1,27.0,1,186
5174,Others,2260.0,3,90.0,2,168
5175,Others,1050.0,1,32.39,1,168
5176,Yelahanka New Town,1100.0,2,58.0,2,218
5177,Uttarahalli,1330.0,2,58.0,3,206
5178,Others,2400.0,5,75.0,6,168
5179,Pai Layout,1000.0,2,42.0,2,170
5180,Kanakpura Road,1419.59,2,65.0,3,119
5181,Horamavu Agara,750.0,2,37.49,2,90
5182,Sarjapur  Road,2582.5,2,102.92,3,186
5183,Electronic City,1342.0,2,72.0,2,68
5184,Kanakapura,938.0,1,50.0,1,118
5185,Budigere,1820.0,3,99.0,3,50
5186,Kanakpura Road,1665.0,3,78.0,3,119
5187,Bommanahalli,1091.0,2,40.0,2,46
5188,Sarjapur  Road,1346.0,2,74.03,2,186
5189,Brookefield,3675.0,4,176.0,4,49
5190,JP Nagar,1060.0,2,33.95,2,101
5191,Whitefield,1059.0,2,57.0,2,215
5192,Yelahanka,2088.0,5,110.0,4,217
5193,Hulimavu,581.0,1,29.0,1,97
5194,Others,1296.0,2,70.0,2,168
5195,Others,1125.0,2,55.0,2,168
5196,Electronic City,1275.0,3,70.0,3,68
5197,Kothanur,1095.0,2,55.0,2,137
5198,Marathahalli,1135.0,2,60.0,2,150
5199,Others,1194.0,2,51.0,2,168
5200,Electronic City,770.0,1,38.0,2,68
5201,Chikkalasandra,1355.0,3,54.2,3,56
5202,Whitefield,1116.0,2,51.91,2,215
5203,Sultan Palaya,1070.0,2,49.0,2,197
5204,Ambalipura,1700.0,2,76.0,2,12
5205,Electronic City,1200.0,2,34.65,2,68
5206,Hulimavu,935.0,2,45.0,2,97
5207,KR Puram,1116.0,2,45.0,2,107
5208,Others,1300.0,2,63.0,2,168
5209,Horamavu Agara,625.0,1,27.0,1,90
5210,Ramamurthy Nagar,2316.0,3,125.0,3,181
5211,Electronic City,1005.0,2,39.77,2,68
5212,Horamavu Agara,1080.0,2,38.0,2,90
5213,Vishwapriya Layout,910.0,2,36.0,2,213
5214,Electronic City,1110.0,2,39.9,2,68
5215,Kothanur,1142.0,2,56.0,2,137
5216,AECS Layout,1005.0,2,55.0,2,9
5217,Kothanur,1074.0,2,54.0,2,137
5218,Electronic City,660.0,1,23.0,2,68
5219,Others,1007.0,2,48.0,2,168
5220,Others,1100.0,2,60.0,2,168
5221,Kasavanhalli,1230.0,2,66.25,2,122
5222,Horamavu Agara,1176.0,2,37.62,3,90
5223,Uttarahalli,1590.0,3,57.0,3,206
5224,Others,1298.0,2,65.0,2,168
5225,Hosa Road,1161.0,2,55.15,2,93
5226,Kothanur,1285.0,2,60.0,2,137
5227,Uttarahalli,1050.0,2,42.0,2,206
5228,Raja Rajeshwari Nagar,1270.0,2,62.0,2,178
5229,9th Phase JP Nagar,1240.0,2,39.89,3,8
5230,Kanakpura Road,1339.0,2,63.0,2,119
5231,Raja Rajeshwari Nagar,1250.0,2,68.0,2,178
5232,Bisuvanahalli,850.0,2,27.0,2,45
5233,Electronic City,1250.0,2,62.0,2,68
5234,Others,1312.0,2,56.5,3,168
5235,Kadugodi,3000.0,4,134.0,4,109
5236,Whitefield,1990.0,3,98.0,3,215
5237,Others,760.0,2,38.5,2,168
5238,Kadugodi,1614.0,2,59.0,3,109
5239,Others,1182.0,2,60.1,3,168
5240,Others,1053.0,2,46.29,2,168
5241,Others,1035.0,2,52.79,2,168
5242,Kothanur,1075.0,2,53.0,2,137
5243,Raja Rajeshwari Nagar,1260.0,2,62.0,3,178
5244,Kasavanhalli,1189.0,2,45.0,2,122
5245,Tumkur Road,1035.0,2,39.0,2,204
5246,Hennur Road,1200.0,2,36.0,2,88
5247,Kanakpura Road,1300.0,3,69.0,3,119
5248,Kaggalipura,1210.0,2,65.0,3,111
5249,Chikkalasandra,1350.0,2,54.2,3,56
5250,Kaval Byrasandra,1900.0,2,65.0,3,125
5251,Varthur,986.0,2,30.0,2,207
5252,Chandapura,1345.0,2,39.5,3,52
5253,Subramanyapura,929.0,1,51.0,2,196
5254,Budigere,1747.0,2,56.725,2,50
5255,Electronic City,1020.0,2,30.27,2,68
5256,Gunjur,1362.0,3,62.63,3,78
5257,Yeshwanthpur,672.0,1,36.85,1,220
5258,Electronic City,1025.0,2,29.6,2,68
5259,Harlur,1532.0,2,65.0,2,83
5260,Others,1250.0,2,65.0,2,168
5261,Thanisandra,1188.0,2,39.0,2,200
5262,Others,1000.0,2,35.0,2,168
5263,Babusapalaya,1061.0,2,34.0,2,24
5264,KR Puram,1290.0,2,69.0,2,107
5265,Sarjapur,1200.0,2,42.6,2,185
5266,Bharathi Nagar,1120.0,2,39.29,2,41
5267,Electronic City,418.0,1,12.0,1,68
5268,Sarjapur,1333.0,3,50.0,3,185
5269,Thanisandra,1089.0,1,34.355,1,200
5270,Kudlu,1245.0,2,60.0,3,138
5271,Gottigere,1110.0,2,36.25,2,75
5272,Others,967.0,2,47.8,2,168
5273,Sarjapur,1044.0,2,36.0,2,185
5274,Brookefield,1518.0,3,80.0,3,49
5275,KR Puram,1300.0,2,57.0,3,107
5276,Others,1798.0,3,73.0,3,168
5277,KR Puram,866.28,2,36.38,2,107
5278,Singasandra,1179.0,2,56.0,2,192
5279,Uttarahalli,1125.0,2,48.0,2,206
5280,Haralur Road,1976.0,3,92.0,3,82
5281,5th Phase JP Nagar,1190.0,2,61.8,2,4
5282,Jakkur,1761.0,3,84.52,3,102
5283,Others,2000.0,3,85.0,3,168
5284,Electronic City,1220.0,2,35.25,3,68
5285,Others,509.0,1,20.0,1,168
5286,Varthur,1045.0,2,40.65,2,207
5287,Marathahalli,1102.0,2,53.67,2,150
5288,Others,1800.0,3,82.0,4,168
5289,Hebbal Kempapura,1436.0,2,75.0,3,85
5290,Others,1397.0,2,52.0,3,168
5291,Kothanur,1140.0,2,56.0,2,137
5292,Thanisandra,1140.0,2,59.0,2,200
5293,Kanakpura Road,1450.0,3,60.9,3,119
5294,Kodichikkanahalli,1400.0,3,66.0,3,130
5295,Others,1339.0,2,53.56,2,168
5296,Electronic City,1220.0,2,35.23,3,68
5297,Others,1305.0,2,52.0,2,168
5298,Green Glen Layout,1740.0,3,80.0,3,76
5299,Anekal,680.0,1,21.0,2,16
5300,Bannerghatta Road,1154.0,2,47.0,2,35
5301,Munnekollal,1200.0,2,40.0,2,153
5302,Hennur,1155.0,2,54.5,2,87
5303,Sarjapur  Road,1525.0,2,63.0,3,186
5304,Padmanabhanagar,1100.0,2,60.0,2,169
5305,Hormavu,1250.0,2,65.0,2,92
5306,Kothanur,1400.0,2,70.0,2,137
5307,Electronic City,1060.0,2,55.0,2,68
5308,Horamavu Banaswadi,1272.0,2,50.0,2,91
5309,Chandapura,1033.0,2,30.47,3,52
5310,Others,2300.0,2,69.0,3,168
5311,Others,1235.0,2,52.76,2,168
5312,Others,850.0,2,42.5,2,168
5313,Kenchenahalli,1060.0,2,52.0,2,126
5314,Vasanthapura,1037.0,2,36.28,2,209
5315,Others,1150.0,2,39.0,2,168
5316,LB Shastri Nagar,1184.0,2,62.0,2,142
5317,Kanakpura Road,900.0,2,41.0,2,119
5318,Yelahanka,1185.0,2,45.0,2,217
5319,Kanakpura Road,1300.0,3,64.0,3,119
5320,Others,1545.0,3,65.0,3,168
5321,Jigani,1300.0,3,55.0,3,105
5322,JP Nagar,1107.0,2,57.0,2,101
5323,Bannerghatta Road,1000.0,2,44.5,2,35
5324,Thanisandra,1100.0,2,38.0,2,200
5325,Bannerghatta Road,1250.0,2,48.0,2,35
5326,Kaggadasapura,2400.0,4,130.0,5,110
5327,Kaggadasapura,1485.0,2,70.0,3,110
5328,8th Phase JP Nagar,1245.0,2,59.0,2,7
5329,Others,1050.0,2,45.0,2,168
5330,Kengeri Satellite Town,1110.0,2,43.0,2,128
5331,Uttarahalli,4500.0,4,150.0,4,206
5332,Others,1200.0,1,42.0,2,168
5333,Varthur,1155.0,2,39.0,2,207
5334,Electronic City,1000.0,2,29.95,2,68
5335,Horamavu Banaswadi,1200.0,2,45.0,2,91
5336,Yelahanka,1517.0,3,71.28,3,217
5337,Horamavu Agara,1166.0,2,37.29,2,90
5338,5th Phase JP Nagar,4000.0,5,170.0,5,4
5339,Whitefield,1345.0,3,58.0,3,215
5340,EPIP Zone,3800.0,5,170.0,4,67
5341,Chandapura,971.0,2,38.0,3,52
5342,Hennur,1255.0,2,52.32,2,87
5343,EPIP Zone,1810.0,2,65.0,2,67
5344,Others,1300.0,2,58.0,2,168
5345,Thanisandra,1185.0,2,45.0,2,200
5346,Pattandur Agrahara,1350.0,2,68.0,2,173
5347,Budigere,2345.0,3,76.16,3,50
5348,Others,1645.0,3,87.0,3,168
5349,Kengeri Satellite Town,1170.0,2,50.0,2,128
5350,Hulimavu,1320.0,2,65.0,3,97
5351,Bhoganhalli,1610.0,3,84.53,3,42
5352,Others,2700.0,7,110.0,6,168
5353,Others,1305.0,2,45.68,3,168
5354,Mahadevpura,1500.0,2,70.0,3,147
5355,Margondanahalli,1448.0,3,70.0,3,151
5356,Sonnenahalli,1268.0,2,58.0,2,195
5357,Ramamurthy Nagar,1101.0,2,50.0,2,181
5358,Others,1255.0,2,65.0,2,168
5359,Gunjur,1362.0,3,62.63,3,78
5360,Hosa Road,1089.0,2,32.67,2,93
5361,Uttarahalli,1345.0,2,57.0,3,206
5362,Kaggalipura,950.0,2,45.0,2,111
5363,HBR Layout,1068.0,2,43.0,2,79
5364,Yelahanka New Town,860.0,1,31.0,2,218
5365,Yelahanka,1756.0,3,66.73,3,217
5366,Whitefield,1205.0,2,41.0,2,215
5367,Hormavu,1604.0,3,68.0,3,92
5368,Banashankari,1200.0,2,42.0,3,27
5369,Ananth Nagar,1010.0,2,38.0,2,15
5370,Doddakallasandra,1010.0,2,41.0,2,64
5371,Yelahanka,1050.0,2,33.1,2,217
5372,Harlur,1710.0,3,85.0,3,83
5373,Bannerghatta Road,1656.0,2,62.93,3,35
5374,Others,1451.0,3,68.0,3,168
5375,Others,4395.0,3,240.0,3,168
5376,Sonnenahalli,1340.0,2,42.0,3,195
5377,Others,1100.0,2,38.5,2,168
5378, Devarachikkanahalli,1700.0,3,71.0,3,0
5379,KR Puram,1096.0,2,43.0,2,107
5380,Electronic City Phase II,1160.0,2,33.5,2,69
5381,Nehru Nagar,1269.0,2,63.0,3,164
5382,Kanakpura Road,1452.0,3,56.5,3,119
5383,Others,935.0,2,40.0,2,168
5384,Others,1220.0,2,65.0,2,168
5385,Varthur,674.0,1,19.9,2,207
5386,Kengeri,410.0,1,15.0,1,127
5387,Dodda Nekkundi,1135.0,2,58.0,2,62
5388,Others,1400.0,2,40.43,3,168
5389,Others,1200.0,1,65.0,1,168
5390,Others,1800.0,3,95.0,3,168
5391,Others,2045.0,3,108.0,3,168
5392,Sonnenahalli,1268.0,2,56.0,2,195
5393,Kambipura,883.0,2,39.0,2,115
5394,KR Puram,1204.0,2,58.0,2,107
5395,Others,1410.0,2,54.0,3,168
5396,Hennur Road,1460.0,2,80.3,2,88
5397,Dodda Nekkundi,1100.0,2,41.18,2,62
5398,Others,1250.0,2,55.0,2,168
5399,Sarjapur  Road,1665.0,3,74.93,3,186
5400,Uttarahalli,1345.0,2,57.0,3,206
5401,Singasandra,1416.0,2,67.0,2,192
5402,HSR Layout,1145.0,2,46.0,2,81
5403,Jigani,1231.0,3,58.0,3,105
5404,Yelahanka,1664.0,3,73.95,3,217
5405,TC Palaya,2000.0,3,76.0,3,198
5406,Rajiv Nagar,972.0,2,43.0,2,179
5407,Bellandur,1185.0,2,47.39,2,40
5408,Green Glen Layout,1750.0,3,81.0,3,76
5409,Others,1200.0,2,54.0,2,168
5410,Horamavu Agara,994.0,2,42.28,2,90
5411,Ramamurthy Nagar,1150.0,2,40.0,2,181
5412,Thanisandra,1220.0,2,46.0,2,200
5413,Old Madras Road,1157.0,2,47.32,2,167
5414,Tindlu,1370.07,3,65.0,3,203
5415,Judicial Layout,900.0,2,40.0,2,106
5416,Others,418.0,1,17.0,1,168
5417,ISRO Layout,1200.0,2,43.0,2,98
5418,Talaghattapura,1062.0,2,42.48,2,199
5419,Kanakpura Road,1120.0,2,51.0,2,119
5420,Bannerghatta Road,1012.0,2,44.0,2,35
5421,Kanakpura Road,1430.0,2,78.0,2,119
5422,Channasandra,1195.0,2,56.0,3,53
5423,Bisuvanahalli,1075.0,2,42.0,3,45
5424,Hennur Road,2345.0,3,75.99,3,88
5425,Sarjapura - Attibele Road,1126.0,2,36.0,2,187
5426,Sarjapur  Road,1180.0,2,45.0,3,186
5427,Others,610.0,1,28.0,1,168
5428,CV Raman Nagar,1125.0,2,46.0,2,51
5429,Others,2400.0,7,107.0,6,168
5430,Kengeri Satellite Town,777.4,2,25.0,2,128
5431,Whitefield,1115.0,2,51.91,2,215
5432,Bellandur,1200.0,2,62.0,2,40
5433,GM Palaya,1735.0,3,70.0,3,72
5434,Others,985.0,2,45.0,2,168
5435,Chandapura,3300.0,4,135.0,4,52
5436,Hennur,1255.0,2,52.35,2,87
5437,Kanakpura Road,700.0,2,36.0,2,119
5438,Somasundara Palya,1140.0,2,46.0,2,193
5439,Electronic City Phase II,1025.0,2,29.6,2,69
5440,Uttarahalli,1490.0,2,59.6,3,206
5441,Others,2400.0,3,108.0,4,168
5442,Sarjapur  Road,1034.0,2,38.0,2,186
5443,Kasavanhalli,1719.0,3,71.0,3,122
5444,7th Phase JP Nagar,1035.0,2,39.33,2,6
5445,Yelahanka,1140.0,2,50.66,2,217
5446,Bannerghatta Road,1660.0,3,85.0,3,35
5447,Electronic City,1275.0,3,63.43,3,68
5448,Bommasandra Industrial Area,1365.0,3,52.81,3,48
5449,Banashankari Stage VI,1392.0,3,69.46,3,31
5450,Whitefield,1245.0,2,59.76,2,215
5451,Singasandra,1476.0,2,73.0,3,192
5452,KR Puram,700.0,1,21.5,1,107
5453,Others,3600.0,6,170.0,6,168
5454,Jigani,943.0,2,48.0,2,105
5455,Sarjapur  Road,1113.0,2,44.5,2,186
5456,Varthur,1615.0,3,69.43,3,207
5457,Others,1256.0,2,60.0,2,168
5458,Sompura,1350.0,3,65.0,3,194
5459,Others,1525.0,3,68.63,3,168
5460,Ardendale,1777.26,3,92.0,3,18
5461,Bisuvanahalli,845.0,2,32.0,2,45
5462,Varthur,1210.0,2,64.15,2,207
5463,Hosur Road,1250.0,2,50.0,3,96
5464,Others,1200.0,2,35.0,4,168
5465,Marathahalli,1108.0,2,60.0,3,150
5466,Kanakpura Road,1401.0,3,69.0,3,119
5467,Others,1185.0,2,42.66,2,168
5468,Bannerghatta Road,1880.0,3,96.5,3,35
5469,Channasandra,1175.0,2,38.0,2,53
5470,Yelachenahalli,1000.0,2,50.0,2,216
5471,Electronic City,1518.0,3,75.0,3,68
5472,HSR Layout,1145.0,2,46.0,2,81
5473,Begur Road,1500.0,2,47.25,3,39
5474,Varthur,1737.0,2,57.32,3,207
5475,Hennur,5259.0,2,161.5,4,87
5476,Others,1120.0,2,60.0,2,168
5477,Hennur Road,1030.0,2,46.5,2,88
5478,Gubbalala,2500.0,6,88.0,6,77
5479,Kammasandra,1057.0,2,35.0,2,117
5480,Hormavu,1075.0,2,53.7,2,92
5481,Others,5100.0,7,225.0,6,168
5482,Singasandra,1139.7,2,45.0,2,192
5483,Whitefield,1074.0,2,42.8,2,215
5484,Whitefield,1200.0,2,46.13,2,215
5485,Kalena Agrahara,900.0,2,40.0,2,113
5486,Sarjapura - Attibele Road,740.0,1,23.65,1,187
5487,Hennur,1340.0,2,54.27,3,87
5488,Horamavu Agara,1107.83,2,41.51,2,90
5489,Whitefield,1200.0,2,45.84,2,215
5490,Electronic City,1090.0,2,31.48,1,68
5491,Nagavara,1247.0,2,58.56,2,160
5492,Kaggadasapura,1175.0,2,50.0,2,110
5493,Others,1100.0,2,55.0,2,168
5494,Yelahanka,1200.0,2,60.0,2,217
5495,Others,1000.0,2,45.0,2,168
5496,Uttarahalli,1000.0,2,52.0,2,206
5497,Yelahanka,1705.0,3,85.0,3,217
5498,Tumkur Road,1060.0,2,58.3,3,204
5499,Chikka Tirupathi,2325.0,4,120.0,4,54
5500,Others,1347.0,2,55.0,3,168
5501,Whitefield,2280.0,4,125.0,3,215
5502,5th Phase JP Nagar,1080.0,2,53.0,2,4
5503,Begur Road,1100.0,2,42.6,2,39
5504,Begur Road,1565.0,2,57.91,3,39
5505,Kothanur,1581.0,3,76.0,3,137
5506,Abbigere,985.0,2,38.92,2,10
5507,Sarjapur,950.0,2,35.0,2,185
5508,Others,1339.0,2,55.0,2,168
5509,Others,1449.0,3,72.0,3,168
5510,Others,1100.0,2,38.68,2,168
5511,Others,1100.0,2,55.0,2,168
5512,Electronic City,1140.0,2,32.92,2,68
5513,Chandapura,800.0,1,30.0,2,52
5514,Chikkabanavar,2000.0,4,65.0,5,55
5515,Kanakpura Road,1220.0,2,60.0,2,119
5516,Whitefield,1170.0,2,56.0,2,215
5517,Kambipura,883.0,2,45.0,2,115
5518,Electronic City Phase II,3262.5,4,105.0,4,69
5519,Vittasandra,1404.0,2,72.0,2,214
5520,Electronic City Phase II,1252.0,2,67.0,2,69
5521,Hormavu,980.0,2,42.0,2,92
5522,Banashankari,1420.0,3,66.0,3,27
5523,Kaggadasapura,3000.0,4,130.0,4,110
5524,Others,1145.0,2,51.0,2,168
5525,Bhoganhalli,970.0,2,52.5,2,42
5526,Electronic City,1125.0,2,32.49,2,68
5527,Whitefield,2399.5,3,92.63,3,215
5528,Ramagondanahalli,1635.0,3,57.0,3,180
5529,Jalahalli,1200.0,2,66.0,1,103
5530,Kathriguppe,1335.0,2,73.43,3,124
5531,Yeshwanthpur,1166.0,2,64.08,2,220
5532,Others,1690.0,3,50.0,3,168
5533,Others,1090.0,2,32.0,2,168
5534,Thanisandra,1732.0,3,85.73,3,200
5535,Whitefield,1390.0,2,72.0,2,215
5536,Kengeri,416.0,1,17.19,1,127
5537,Bannerghatta Road,1453.0,2,73.0,3,35
5538,Thanisandra,1226.0,2,65.0,2,200
5539,Whitefield,1634.0,3,68.0,3,215
5540,JP Nagar,1133.0,2,33.99,2,101
5541,Others,1559.0,3,62.0,3,168
5542,Kodichikkanahalli,976.0,2,50.0,2,130
5543,Yelahanka,1590.0,2,54.0,3,217
5544,Ramagondanahalli,1151.0,2,46.0,2,180
5545,Kereguddadahalli,1400.0,2,42.0,3,129
5546,Uttarahalli,1037.0,2,36.0,2,206
5547,Thanisandra,1188.0,2,36.0,2,200
5548,Others,1060.0,2,52.0,2,168
5549,Hennur,1255.0,2,54.5,2,87
5550,Hormavu,1075.0,2,53.7,2,92
5551,ITPL,900.0,2,27.0,2,99
5552,HSR Layout,1100.0,2,44.0,2,81
5553,GM Palaya,1643.0,2,70.0,3,72
5554,Electronic City,1060.0,2,55.0,2,68
5555,Others,1700.0,3,55.0,4,168
5556,Mahadevpura,1236.0,2,58.0,2,147
5557,Ramamurthy Nagar,1350.0,2,39.0,3,181
5558,Pai Layout,3800.0,6,175.0,6,170
5559,Electronic City,1200.0,2,34.66,2,68
5560,Harlur,1225.0,2,56.0,2,83
5561,9th Phase JP Nagar,1240.0,2,42.85,3,8
5562,Others,1200.0,1,39.82,1,168
5563,Others,1330.0,2,68.0,3,168
5564,Munnekollal,1540.0,2,70.0,3,153
5565,Others,927.0,2,37.0,2,168
5566,Sarjapur,3875.5,4,115.0,4,185
5567,8th Phase JP Nagar,1510.0,2,80.0,2,7
5568,Kanakpura Road,525.0,2,27.0,1,119
5569,ITPL,1500.0,3,61.52,3,99
5570,Yelahanka,1142.0,1,42.535,1,217
5571,Kanakpura Road,1100.0,3,53.0,3,119
5572,Hormavu,2282.0,4,115.0,4,92
5573,Others,760.0,2,37.49,2,168
5574,Sarjapur,2172.0,3,100.0,3,185
5575,8th Phase JP Nagar,3300.0,3,165.0,3,7
5576,Thubarahalli,1242.0,3,51.0,3,202
5577,Uttarahalli,1245.0,2,43.58,3,206
5578,Kadugodi,1088.0,2,44.0,2,109
5579,Sahakara Nagar,1200.0,2,46.0,2,183
5580,TC Palaya,1995.0,3,100.0,3,198
5581,Others,1250.0,3,42.0,3,168
5582,5th Phase JP Nagar,1041.0,2,54.0,2,4
5583,Sarjapur  Road,1505.0,2,60.0,3,186
5584,Bellandur,1767.0,3,89.0,3,40
5585,Kengeri,1320.0,2,50.0,2,127
5586,Others,1280.0,2,68.48,2,168
5587,Haralur Road,1027.0,1,44.0,2,82
5588,Yelenahalli,1200.0,2,46.17,2,219
5589,Kanakpura Road,1100.0,3,58.0,3,119
5590,Kasavanhalli,1600.0,3,79.0,3,122
5591,Others,3200.0,4,140.0,3,168
5592,Haralur Road,1243.0,2,46.0,2,82
5593,Kanakpura Road,1452.0,3,60.98,3,119
5594,Others,1475.0,3,75.0,3,168
5595,Electronics City Phase 1,1750.0,3,58.0,3,70
5596,Others,1330.0,3,65.0,3,168
5597,Gubbalala,4000.0,5,195.0,4,77
5598,Kanakpura Road,1700.0,3,75.0,3,119
5599,Kothanur,1385.0,3,67.0,3,137
5600,HSR Layout,1203.0,2,60.0,2,81
5601,Mallasandra,905.0,2,35.0,2,148
5602,Hennur Road,1450.0,3,79.0,3,88
5603,Varthur,1105.0,2,38.0,2,207
5604,Channasandra,1200.0,2,46.13,2,53
5605,Whitefield,1105.0,2,35.4,2,215
5606,Others,1065.0,2,45.0,2,168
5607,Haralur Road,1243.0,2,46.0,2,82
5608,Old Madras Road,1530.0,3,76.34,3,167
5609,Margondanahalli,1200.0,2,65.0,2,151
5610,Bellandur,1830.0,3,89.0,3,40
5611,Chandapura,900.0,2,35.0,2,52
5612,Bannerghatta Road,1450.0,2,78.0,3,35
5613,Others,1525.0,3,65.0,3,168
5614,Begur Road,1200.0,2,44.4,2,39
5615,Bommanahalli,1962.5,2,73.17,2,46
5616,Others,1500.0,2,60.0,2,168
5617,Electronic City,1070.0,2,57.0,2,68
5618,Bommasandra,842.0,2,30.0,2,47
5619,Bannerghatta Road,700.0,1,31.2,1,35
5620,Others,1884.0,3,95.0,3,168
5621,Raja Rajeshwari Nagar,1196.0,2,40.54,2,178
5622,Budigere,1820.0,3,85.0,3,50
5623,Thanisandra,1185.0,2,43.5,2,200
5624,Whitefield,1116.0,2,51.91,2,215
5625,Electronic City,1700.0,3,90.0,3,68
5626,Others,1700.0,3,74.0,3,168
5627,Hoodi,1447.0,3,76.0,2,89
5628,Sarjapur  Road,1314.0,2,70.44,3,186
5629,Others,1572.0,2,80.0,3,168
5630,Vittasandra,1246.0,2,67.5,2,214
5631,Dasarahalli,1220.0,2,62.0,2,60
5632,Kaval Byrasandra,1400.0,3,75.0,3,125
5633,Others,1495.0,2,63.0,3,168
5634,Gollarapalya Hosahalli,996.0,2,36.5,2,74
5635,Yelahanka New Town,1000.0,2,44.0,2,218
5636,Electronics City Phase 1,1080.0,2,46.0,2,70
5637,Others,1230.0,2,50.0,2,168
5638,Bommasandra,1260.0,3,49.36,3,47
5639,Horamavu Agara,1220.0,2,39.0,2,90
5640,Electronic City Phase II,1320.0,2,38.12,3,69
5641,Whitefield,1436.0,2,62.15,3,215
5642,TC Palaya,1200.0,2,66.0,3,198
5643,Others,1275.0,2,59.0,2,168
5644,Others,1040.0,2,36.4,2,168
5645,Bellandur,2400.0,3,115.0,3,40
5646,Yelahanka,1765.0,2,53.105,2,217
5647,Hosakerehalli,4500.0,5,145.0,5,94
5648,Kudlu,1027.0,2,44.0,2,138
5649,Bommasandra,1365.0,3,52.82,3,47
5650,Chandapura,1200.0,2,52.0,3,52
5651,7th Phase JP Nagar,1075.0,2,57.0,3,6
5652,Others,1320.0,2,58.0,3,168
5653,Kammasandra,1500.0,3,65.0,3,117
5654,Vittasandra,1246.0,2,67.5,2,214
5655,Bhoganhalli,1718.0,3,90.2,3,42
5656,Bisuvanahalli,1075.0,2,32.0,3,45
5657,Others,1480.0,3,75.48,3,168
5658,Kanakpura Road,1041.0,2,36.44,2,119
5659,Others,1128.0,2,48.4,2,168
5660,Hosur Road,1685.0,3,90.0,3,96
5661,Others,1200.0,2,60.0,2,168
5662,Others,1250.0,3,39.5,3,168
5663,Kanakpura Road,900.0,2,41.0,2,119
5664,Others,1000.0,2,45.0,2,168
5665,Vittasandra,1404.0,2,70.0,2,214
5666,Varthur,1760.0,2,85.0,2,207
5667,Others,1190.0,2,42.0,2,168
5668,Kudlu,1110.0,2,46.0,2,138
5669,Gunjur,1235.0,2,44.5,2,78
5670,Others,1275.0,2,55.0,2,168
5671,Begur Road,644.0,1,32.0,1,39
5672,Bellandur,1251.0,2,47.0,2,40
5673,Others,1080.0,2,38.0,2,168
5674,Kudlu,2100.0,3,114.0,4,138
5675,NRI Layout,1731.0,3,64.11,3,157
5676,Hormavu,1206.0,2,55.0,2,92
5677,Choodasandra,1560.0,3,78.0,3,57
5678,Sarjapur  Road,702.0,1,35.8,1,186
5679,Attibele,1700.0,3,65.0,3,20
5680,Ramamurthy Nagar,1208.0,2,43.5,3,181
5681,Brookefield,1589.0,3,74.0,3,49
5682,Yelahanka New Town,1426.0,2,61.5,3,218
5683,Old Madras Road,935.0,2,37.77,2,167
5684,Singasandra,1465.0,2,60.0,2,192
5685,Budigere,1820.0,3,95.0,3,50
5686,Raja Rajeshwari Nagar,1580.0,2,66.85,3,178
5687,Whitefield,1452.0,2,46.29,3,215
5688,Others,1170.0,2,39.0,2,168
5689,Others,1070.0,2,50.0,2,168
5690,Kanakpura Road,1100.0,3,53.0,3,119
5691,Kothanur,1140.0,2,56.0,2,137
5692,Others,1532.0,3,59.75,3,168
5693,Others,1150.0,2,46.0,2,168
5694,R.T. Nagar,1080.0,2,48.0,2,176
5695,Electronic City,1521.0,2,57.5,3,68
5696,Others,1053.0,2,51.0,2,168
5697,7th Phase JP Nagar,1050.0,2,42.0,2,6
5698,Thanisandra,1430.0,2,51.48,3,200
5699,Others,1250.0,3,39.0,3,168
5700,Uttarahalli,1000.0,2,39.5,2,206
5701,Bannerghatta Road,1630.0,3,68.0,3,35
5702,Kammasandra,985.0,2,40.5,2,117
5703,Mico Layout,1670.0,3,59.0,3,152
5704,Others,830.0,2,26.0,2,168
